ProductID,Product_name,Month,Units_sold,Year
P079,Product 079,2024-04-01,38,2024
P080,Product 080,2024-04-01,58,2024
P081,Product 081,2024-04-01,31,2024
P082,Product 082,2024-04-01,24,2024
P083,Product 083,2024-04-01,88,2024
P084,Product 084,2024-04-01,316,2024
P085,Product 085,2024-04-01,106,2024
P086,Product 086,2024-04-01,95,2024
P087,Product 087,2024-04-01,255,2024
P088,Product 088,2024-04-01,47,2024
P089,Product 089,2024-04-01,34,2024
P090,Product 090,2024-04-01,47,2024
P091,Product 091,2024-04-01,49,2024
P092,Product 092,2024-04-01,97,2024
P093,Product 093,2024-04-01,37,2024
P094,Product 094,2024-04-01,90,2024
P095,Product 095,2024-04-01,93,2024
P096,Product 096,2024-04-01,69,2024
P097,Product 097,2024-04-01,69,2024
P098,Product 098,2024-04-01,49,2024
P099,Product 099,2024-04-01,132,2024
P100,Product 100,2024-04-01,67,2024
P101,Product 101,2024-04-01,61,2024
P102,Product 102,2024-04-01,75,2024
P103,Product 103,2024-04-01,134,2024
P104,Product 104,2024-04-01,164,2024
P105,Product 105,2024-04-01,45,2024
P106,Product 106,2024-04-01,52,2024
P107,Product 107,2024-04-01,28,2024
P108,Product 108,2024-04-01,55,2024
P109,Product 109,2024-04-01,91,2024
P110,Product 110,2024-04-01,52,2024
P111,Product 111,2024-04-01,232,2024
P112,Product 112,2024-04-01,65,2024
P113,Product 113,2024-04-01,31,2024
P114,Product 114,2024-04-01,75,2024
P115,Product 115,2024-04-01,70,2024
P116,Product 116,2024-04-01,90,2024
P117,Product 117,2024-04-01,78,2024
P118,Product 118,2024-04-01,74,2024
P119,Product 119,2024-04-01,37,2024
P120,Product 120,2024-04-01,45,2024
P121,Product 121,2024-04-01,31,2024
P122,Product 122,2024-04-01,82,2024
P123,Product 123,2024-04-01,54,2024
P124,Product 124,2024-04-01,102,2024
P125,Product 125,2024-04-01,87,2024
P126,Product 126,2024-04-01,35,2024
P127,Product 127,2024-04-01,125,2024
P128,Product 128,2024-04-01,104,2024
P129,Product 129,2024-04-01,96,2024
P130,Product 130,2024-04-01,26,2024
P131,Product 131,2024-04-01,98,2024
P132,Product 132,2024-04-01,71,2024
P133,Product 133,2024-04-01,121,2024
P134,Product 134,2024-04-01,195,2024
P135,Product 135,2024-04-01,163,2024
P136,Product 136,2024-04-01,69,2024
P137,Product 137,2024-04-01,69,2024
P138,Product 138,2024-04-01,82,2024
P139,Product 139,2024-04-01,25,2024
P140,Product 140,2024-04-01,25,2024
P141,Product 141,2024-04-01,54,2024
P142,Product 142,2024-04-01,141,2024
P143,Product 143,2024-04-01,74,2024
P144,Product 144,2024-04-01,159,2024
P145,Product 145,2024-04-01,32,2024
P146,Product 146,2024-04-01,33,2024
P147,Product 147,2024-04-01,52,2024
P148,Product 148,2024-04-01,94,2024
P149,Product 149,2024-04-01,64,2024
P150,Product 150,2024-04-01,115,2024
P151,Product 151,2024-04-01,81,2024
P152,Product 152,2024-04-01,23,2024
P153,Product 153,2024-04-01,115,2024
P154,Product 154,2024-04-01,44,2024
P155,Product 155,2024-04-01,143,2024
P156,Product 156,2024-04-01,64,2024
P157,Product 157,2024-04-01,98,2024
P158,Product 158,2024-04-01,89,2024
P159,Product 159,2024-04-01,54,2024
P160,Product 160,2024-04-01,64,2024
P161,Product 161,2024-04-01,33,2024
P162,Product 162,2024-04-01,55,2024
P163,Product 163,2024-04-01,184,2024
P164,Product 164,2024-04-01,143,2024
P165,Product 165,2024-04-01,51,2024
P166,Product 166,2024-04-01,68,2024
P167,Product 167,2024-04-01,69,2024
P168,Product 168,2024-04-01,113,2024
P169,Product 169,2024-04-01,57,2024
P170,Product 170,2024-04-01,60,2024
P171,Product 171,2024-04-01,139,2024
P172,Product 172,2024-04-01,64,2024
P173,Product 173,2024-04-01,194,2024
P174,Product 174,2024-04-01,122,2024
P175,Product 175,2024-04-01,49,2024
P176,Product 176,2024-04-01,78,2024
P177,Product 177,2024-04-01,139,2024
P178,Product 178,2024-04-01,60,2024
P179,Product 179,2024-04-01,59,2024
P180,Product 180,2024-04-01,36,2024
P181,Product 181,2024-04-01,111,2024
P182,Product 182,2024-04-01,80,2024
P183,Product 183,2024-04-01,53,2024
P184,Product 184,2024-04-01,96,2024
P185,Product 185,2024-04-01,74,2024
P186,Product 186,2024-04-01,28,2024
P187,Product 187,2024-04-01,128,2024
P188,Product 188,2024-04-01,170,2024
P189,Product 189,2024-04-01,239,2024
P190,Product 190,2024-04-01,54,2024
P191,Product 191,2024-04-01,56,2024
P192,Product 192,2024-04-01,140,2024
P193,Product 193,2024-04-01,48,2024
P194,Product 194,2024-04-01,69,2024
P195,Product 195,2024-04-01,44,2024
P196,Product 196,2024-04-01,13,2024
P197,Product 197,2024-04-01,173,2024
P198,Product 198,2024-04-01,29,2024
P199,Product 199,2024-04-01,95,2024
P200,Product 200,2024-04-01,53,2024
P201,Product 201,2024-04-01,63,2024
P202,Product 202,2024-04-01,32,2024
P203,Product 203,2024-04-01,148,2024
P204,Product 204,2024-04-01,75,2024
P205,Product 205,2024-04-01,89,2024
P206,Product 206,2024-04-01,36,2024
P207,Product 207,2024-04-01,77,2024
P208,Product 208,2024-04-01,84,2024
P209,Product 209,2024-04-01,71,2024
P210,Product 210,2024-04-01,231,2024
P211,Product 211,2024-04-01,101,2024
P212,Product 212,2024-04-01,37,2024
P213,Product 213,2024-04-01,132,2024
P214,Product 214,2024-04-01,53,2024
P215,Product 215,2024-04-01,46,2024
P216,Product 216,2024-04-01,138,2024
P217,Product 217,2024-04-01,42,2024
P218,Product 218,2024-04-01,66,2024
P219,Product 219,2024-04-01,87,2024
P220,Product 220,2024-04-01,68,2024
P221,Product 221,2024-04-01,79,2024
P222,Product 222,2024-04-01,61,2024
P223,Product 223,2024-04-01,67,2024
P224,Product 224,2024-04-01,25,2024
P225,Product 225,2024-04-01,34,2024
P226,Product 226,2024-04-01,49,2024
P227,Product 227,2024-04-01,52,2024
P228,Product 228,2024-04-01,182,2024
P229,Product 229,2024-04-01,46,2024
P230,Product 230,2024-04-01,67,2024
P231,Product 231,2024-04-01,39,2024
P232,Product 232,2024-04-01,91,2024
P233,Product 233,2024-04-01,36,2024
P234,Product 234,2024-04-01,34,2024
P235,Product 235,2024-04-01,93,2024
P236,Product 236,2024-04-01,34,2024
P237,Product 237,2024-04-01,91,2024
P238,Product 238,2024-04-01,111,2024
P239,Product 239,2024-04-01,129,2024
P240,Product 240,2024-04-01,45,2024
P241,Product 241,2024-04-01,47,2024
P242,Product 242,2024-04-01,150,2024
P243,Product 243,2024-04-01,53,2024
P244,Product 244,2024-04-01,48,2024
P245,Product 245,2024-04-01,45,2024
P246,Product 246,2024-04-01,63,2024
P247,Product 247,2024-04-01,118,2024
P248,Product 248,2024-04-01,162,2024
P249,Product 249,2024-04-01,86,2024
P250,Product 250,2024-04-01,34,2024
P001,Product 001,2024-05-01,44,2024
P002,Product 002,2024-05-01,35,2024
P003,Product 003,2024-05-01,71,2024
P004,Product 004,2024-05-01,166,2024
P005,Product 005,2024-05-01,30,2024
P006,Product 006,2024-05-01,64,2024
P007,Product 007,2024-05-01,76,2024
P008,Product 008,2024-05-01,432,2024
P009,Product 009,2024-05-01,113,2024
P010,Product 010,2024-05-01,64,2024
P011,Product 011,2024-05-01,55,2024
P012,Product 012,2024-05-01,91,2024
P013,Product 013,2024-05-01,280,2024
P014,Product 014,2024-05-01,31,2024
P015,Product 015,2024-05-01,125,2024
P016,Product 016,2024-05-01,62,2024
P017,Product 017,2024-05-01,53,2024
P018,Product 018,2024-05-01,36,2024
P019,Product 019,2024-05-01,39,2024
P020,Product 020,2024-05-01,207,2024
P021,Product 021,2024-05-01,58,2024
P022,Product 022,2024-05-01,37,2024
P023,Product 023,2024-05-01,44,2024
P024,Product 024,2024-05-01,47,2024
P025,Product 025,2024-05-01,90,2024
P026,Product 026,2024-05-01,136,2024
P027,Product 027,2024-05-01,55,2024
P028,Product 028,2024-05-01,68,2024
P029,Product 029,2024-05-01,46,2024
P030,Product 030,2024-05-01,174,2024
P031,Product 031,2024-05-01,70,2024
P032,Product 032,2024-05-01,32,2024
P033,Product 033,2024-05-01,99,2024
P034,Product 034,2024-05-01,155,2024
P035,Product 035,2024-05-01,80,2024
P036,Product 036,2024-05-01,38,2024
P037,Product 037,2024-05-01,9,2024
P038,Product 038,2024-05-01,83,2024
P039,Product 039,2024-05-01,117,2024
P040,Product 040,2024-05-01,56,2024
P041,Product 041,2024-05-01,52,2024
P042,Product 042,2024-05-01,40,2024
P043,Product 043,2024-05-01,126,2024
P044,Product 044,2024-05-01,58,2024
P045,Product 045,2024-05-01,41,2024
P046,Product 046,2024-05-01,78,2024
P047,Product 047,2024-05-01,220,2024
P048,Product 048,2024-05-01,71,2024
P049,Product 049,2024-05-01,73,2024
P050,Product 050,2024-05-01,48,2024
P051,Product 051,2024-05-01,33,2024
P052,Product 052,2024-05-01,37,2024
P053,Product 053,2024-05-01,66,2024
P054,Product 054,2024-05-01,67,2024
P055,Product 055,2024-05-01,86,2024
P056,Product 056,2024-05-01,193,2024
P057,Product 057,2024-05-01,92,2024
P058,Product 058,2024-05-01,103,2024
P059,Product 059,2024-05-01,48,2024
P060,Product 060,2024-05-01,153,2024
P061,Product 061,2024-05-01,41,2024
P062,Product 062,2024-05-01,53,2024
P063,Product 063,2024-05-01,154,2024
P064,Product 064,2024-05-01,53,2024
P065,Product 065,2024-05-01,153,2024
P066,Product 066,2024-05-01,45,2024
P067,Product 067,2024-05-01,117,2024
P068,Product 068,2024-05-01,141,2024
P069,Product 069,2024-05-01,78,2024
P070,Product 070,2024-05-01,186,2024
P071,Product 071,2024-05-01,131,2024
P072,Product 072,2024-05-01,138,2024
P073,Product 073,2024-05-01,85,2024
P074,Product 074,2024-05-01,52,2024
P075,Product 075,2024-05-01,63,2024
P076,Product 076,2024-05-01,103,2024
P077,Product 077,2024-05-01,38,2024
P078,Product 078,2024-05-01,65,2024
P079,Product 079,2024-05-01,43,2024
P080,Product 080,2024-05-01,36,2024
P081,Product 081,2024-05-01,30,2024
P082,Product 082,2024-05-01,60,2024
P083,Product 083,2024-05-01,129,2024
P084,Product 084,2024-05-01,248,2024
P085,Product 085,2024-05-01,90,2024
P086,Product 086,2024-05-01,126,2024
P087,Product 087,2024-05-01,215,2024
P088,Product 088,2024-05-01,42,2024
P089,Product 089,2024-05-01,35,2024
P090,Product 090,2024-05-01,48,2024
P091,Product 091,2024-05-01,20,2024
P092,Product 092,2024-05-01,64,2024
P093,Product 093,2024-05-01,39,2024
P094,Product 094,2024-05-01,108,2024
P095,Product 095,2024-05-01,95,2024
P096,Product 096,2024-05-01,88,2024
P097,Product 097,2024-05-01,60,2024
P098,Product 098,2024-05-01,64,2024
P099,Product 099,2024-05-01,147,2024
P100,Product 100,2024-05-01,48,2024
P101,Product 101,2024-05-01,71,2024
P102,Product 102,2024-05-01,152,2024
P103,Product 103,2024-05-01,159,2024
P104,Product 104,2024-05-01,133,2024
P105,Product 105,2024-05-01,39,2024
P106,Product 106,2024-05-01,50,2024
P107,Product 107,2024-05-01,32,2024
P108,Product 108,2024-05-01,58,2024
P109,Product 109,2024-05-01,97,2024
P110,Product 110,2024-05-01,66,2024
P111,Product 111,2024-05-01,233,2024
P112,Product 112,2024-05-01,59,2024
P113,Product 113,2024-05-01,41,2024
P114,Product 114,2024-05-01,88,2024
P115,Product 115,2024-05-01,76,2024
P116,Product 116,2024-05-01,113,2024
P117,Product 117,2024-05-01,109,2024
P118,Product 118,2024-05-01,114,2024
P119,Product 119,2024-05-01,32,2024
P120,Product 120,2024-05-01,40,2024
P121,Product 121,2024-05-01,132,2024
P122,Product 122,2024-05-01,58,2024
P123,Product 123,2024-05-01,64,2024
P124,Product 124,2024-05-01,77,2024
P125,Product 125,2024-05-01,60,2024
P126,Product 126,2024-05-01,35,2024
P127,Product 127,2024-05-01,122,2024
P128,Product 128,2024-05-01,116,2024
P129,Product 129,2024-05-01,99,2024
P130,Product 130,2024-05-01,23,2024
P131,Product 131,2024-05-01,99,2024
P132,Product 132,2024-05-01,73,2024
P133,Product 133,2024-05-01,146,2024
P134,Product 134,2024-05-01,190,2024
P135,Product 135,2024-05-01,153,2024
P136,Product 136,2024-05-01,70,2024
P137,Product 137,2024-05-01,70,2024
P138,Product 138,2024-05-01,129,2024
P139,Product 139,2024-05-01,42,2024
P140,Product 140,2024-05-01,30,2024
P141,Product 141,2024-05-01,52,2024
P142,Product 142,2024-05-01,161,2024
P143,Product 143,2024-05-01,37,2024
P144,Product 144,2024-05-01,177,2024
P145,Product 145,2024-05-01,39,2024
P146,Product 146,2024-05-01,29,2024
P147,Product 147,2024-05-01,73,2024
P148,Product 148,2024-05-01,107,2024
P149,Product 149,2024-05-01,69,2024
P150,Product 150,2024-05-01,69,2024
P151,Product 151,2024-05-01,40,2024
P152,Product 152,2024-05-01,33,2024
P153,Product 153,2024-05-01,88,2024
P154,Product 154,2024-05-01,51,2024
P155,Product 155,2024-05-01,157,2024
P156,Product 156,2024-05-01,67,2024
P157,Product 157,2024-05-01,121,2024
P158,Product 158,2024-05-01,60,2024
P159,Product 159,2024-05-01,64,2024
P160,Product 160,2024-05-01,65,2024
P161,Product 161,2024-05-01,25,2024
P162,Product 162,2024-05-01,62,2024
P163,Product 163,2024-05-01,95,2024
P164,Product 164,2024-05-01,171,2024
P165,Product 165,2024-05-01,44,2024
P166,Product 166,2024-05-01,120,2024
P167,Product 167,2024-05-01,59,2024
P168,Product 168,2024-05-01,126,2024
P169,Product 169,2024-05-01,123,2024
P170,Product 170,2024-05-01,68,2024
P171,Product 171,2024-05-01,165,2024
P172,Product 172,2024-05-01,84,2024
P173,Product 173,2024-05-01,118,2024
P174,Product 174,2024-05-01,96,2024
P175,Product 175,2024-05-01,66,2024
P176,Product 176,2024-05-01,68,2024
P177,Product 177,2024-05-01,382,2024
P178,Product 178,2024-05-01,70,2024
P179,Product 179,2024-05-01,52,2024
P180,Product 180,2024-05-01,37,2024
P181,Product 181,2024-05-01,111,2024
P182,Product 182,2024-05-01,77,2024
P183,Product 183,2024-05-01,48,2024
P184,Product 184,2024-05-01,98,2024
P185,Product 185,2024-05-01,100,2024
P186,Product 186,2024-05-01,32,2024
P187,Product 187,2024-05-01,108,2024
P188,Product 188,2024-05-01,179,2024
P189,Product 189,2024-05-01,247,2024
P190,Product 190,2024-05-01,85,2024
P191,Product 191,2024-05-01,94,2024
P192,Product 192,2024-05-01,199,2024
P193,Product 193,2024-05-01,46,2024
P194,Product 194,2024-05-01,86,2024
P195,Product 195,2024-05-01,52,2024
P196,Product 196,2024-05-01,26,2024
P197,Product 197,2024-05-01,143,2024
P198,Product 198,2024-05-01,34,2024
P199,Product 199,2024-05-01,130,2024
P200,Product 200,2024-05-01,48,2024
P201,Product 201,2024-05-01,111,2024
P202,Product 202,2024-05-01,56,2024
P203,Product 203,2024-05-01,103,2024
P204,Product 204,2024-05-01,87,2024
P205,Product 205,2024-05-01,232,2024
P206,Product 206,2024-05-01,31,2024
P207,Product 207,2024-05-01,95,2024
P208,Product 208,2024-05-01,79,2024
P209,Product 209,2024-05-01,87,2024
P210,Product 210,2024-05-01,185,2024
P211,Product 211,2024-05-01,93,2024
P212,Product 212,2024-05-01,36,2024
P213,Product 213,2024-05-01,105,2024
P214,Product 214,2024-05-01,64,2024
P215,Product 215,2024-05-01,43,2024
P216,Product 216,2024-05-01,129,2024
P217,Product 217,2024-05-01,58,2024
P218,Product 218,2024-05-01,50,2024
P219,Product 219,2024-05-01,64,2024
P220,Product 220,2024-05-01,122,2024
P221,Product 221,2024-05-01,107,2024
P222,Product 222,2024-05-01,77,2024
P223,Product 223,2024-05-01,62,2024
P224,Product 224,2024-05-01,41,2024
P225,Product 225,2024-05-01,20,2024
P226,Product 226,2024-05-01,48,2024
P227,Product 227,2024-05-01,70,2024
P228,Product 228,2024-05-01,206,2024
P229,Product 229,2024-05-01,39,2024
P230,Product 230,2024-05-01,59,2024
P231,Product 231,2024-05-01,31,2024
P232,Product 232,2024-05-01,99,2024
P233,Product 233,2024-05-01,33,2024
P234,Product 234,2024-05-01,48,2024
P235,Product 235,2024-05-01,107,2024
P236,Product 236,2024-05-01,32,2024
P237,Product 237,2024-05-01,86,2024
P238,Product 238,2024-05-01,132,2024
P239,Product 239,2024-05-01,140,2024
P240,Product 240,2024-05-01,41,2024
P241,Product 241,2024-05-01,50,2024
P242,Product 242,2024-05-01,308,2024
P243,Product 243,2024-05-01,90,2024
P244,Product 244,2024-05-01,38,2024
P245,Product 245,2024-05-01,42,2024
P246,Product 246,2024-05-01,35,2024
P247,Product 247,2024-05-01,26,2024
P248,Product 248,2024-05-01,142,2024
P249,Product 249,2024-05-01,153,2024
P250,Product 250,2024-05-01,45,2024
P001,Product 001,2024-06-01,61,2024
P002,Product 002,2024-06-01,31,2024
P003,Product 003,2024-06-01,70,2024
P004,Product 004,2024-06-01,175,2024
P005,Product 005,2024-06-01,38,2024
P006,Product 006,2024-06-01,62,2024
P007,Product 007,2024-06-01,64,2024
P008,Product 008,2024-06-01,217,2024
P009,Product 009,2024-06-01,154,2024
P010,Product 010,2024-06-01,88,2024
P011,Product 011,2024-06-01,70,2024
P012,Product 012,2024-06-01,127,2024
P013,Product 013,2024-06-01,139,2024
P014,Product 014,2024-06-01,28,2024
P015,Product 015,2024-06-01,105,2024
P016,Product 016,2024-06-01,95,2024
P017,Product 017,2024-06-01,58,2024
P018,Product 018,2024-06-01,31,2024
P019,Product 019,2024-06-01,46,2024
P020,Product 020,2024-06-01,268,2024
P021,Product 021,2024-06-01,74,2024
P022,Product 022,2024-06-01,50,2024
P023,Product 023,2024-06-01,66,2024
P024,Product 024,2024-06-01,73,2024
P025,Product 025,2024-06-01,99,2024
P026,Product 026,2024-06-01,154,2024
P027,Product 027,2024-06-01,62,2024
P028,Product 028,2024-06-01,67,2024
P029,Product 029,2024-06-01,40,2024
P030,Product 030,2024-06-01,228,2024
P031,Product 031,2024-06-01,38,2024
P032,Product 032,2024-06-01,34,2024
P033,Product 033,2024-06-01,131,2024
P034,Product 034,2024-06-01,163,2024
P035,Product 035,2024-06-01,81,2024
P036,Product 036,2024-06-01,34,2024
P037,Product 037,2024-06-01,336,2024
P038,Product 038,2024-06-01,454,2024
P039,Product 039,2024-06-01,82,2024
P040,Product 040,2024-06-01,184,2024
P041,Product 041,2024-06-01,71,2024
P042,Product 042,2024-06-01,85,2024
P043,Product 043,2024-06-01,133,2024
P044,Product 044,2024-06-01,97,2024
P045,Product 045,2024-06-01,33,2024
P046,Product 046,2024-06-01,113,2024
P047,Product 047,2024-06-01,8,2024
P048,Product 048,2024-06-01,93,2024
P049,Product 049,2024-06-01,74,2024
P050,Product 050,2024-06-01,55,2024
P051,Product 051,2024-06-01,22,2024
P052,Product 052,2024-06-01,51,2024
P053,Product 053,2024-06-01,59,2024
P054,Product 054,2024-06-01,113,2024
P055,Product 055,2024-06-01,92,2024
P056,Product 056,2024-06-01,391,2024
P057,Product 057,2024-06-01,64,2024
P058,Product 058,2024-06-01,143,2024
P059,Product 059,2024-06-01,59,2024
P060,Product 060,2024-06-01,243,2024
P061,Product 061,2024-06-01,42,2024
P062,Product 062,2024-06-01,71,2024
P063,Product 063,2024-06-01,134,2024
P064,Product 064,2024-06-01,104,2024
P065,Product 065,2024-06-01,136,2024
P066,Product 066,2024-06-01,50,2024
P067,Product 067,2024-06-01,181,2024
P068,Product 068,2024-06-01,98,2024
P069,Product 069,2024-06-01,100,2024
P070,Product 070,2024-06-01,221,2024
P071,Product 071,2024-06-01,131,2024
P072,Product 072,2024-06-01,122,2024
P073,Product 073,2024-06-01,89,2024
P074,Product 074,2024-06-01,55,2024
P075,Product 075,2024-06-01,44,2024
P076,Product 076,2024-06-01,83,2024
P077,Product 077,2024-06-01,52,2024
P078,Product 078,2024-06-01,38,2024
P079,Product 079,2024-06-01,43,2024
P080,Product 080,2024-06-01,74,2024
P081,Product 081,2024-06-01,32,2024
P082,Product 082,2024-06-01,243,2024
P083,Product 083,2024-06-01,116,2024
P084,Product 084,2024-06-01,300,2024
P085,Product 085,2024-06-01,125,2024
P086,Product 086,2024-06-01,177,2024
P087,Product 087,2024-06-01,250,2024
P088,Product 088,2024-06-01,58,2024
P089,Product 089,2024-06-01,29,2024
P090,Product 090,2024-06-01,69,2024
P091,Product 091,2024-06-01,91,2024
P092,Product 092,2024-06-01,35,2024
P093,Product 093,2024-06-01,48,2024
P094,Product 094,2024-06-01,147,2024
P095,Product 095,2024-06-01,128,2024
P096,Product 096,2024-06-01,101,2024
P097,Product 097,2024-06-01,73,2024
P098,Product 098,2024-06-01,58,2024
P099,Product 099,2024-06-01,85,2024
P100,Product 100,2024-06-01,60,2024
P101,Product 101,2024-06-01,88,2024
P102,Product 102,2024-06-01,115,2024
P103,Product 103,2024-06-01,131,2024
P104,Product 104,2024-06-01,116,2024
P105,Product 105,2024-06-01,36,2024
P106,Product 106,2024-06-01,63,2024
P107,Product 107,2024-06-01,39,2024
P108,Product 108,2024-06-01,47,2024
P109,Product 109,2024-06-01,77,2024
P110,Product 110,2024-06-01,70,2024
P111,Product 111,2024-06-01,235,2024
P112,Product 112,2024-06-01,69,2024
P113,Product 113,2024-06-01,36,2024
P114,Product 114,2024-06-01,112,2024
P115,Product 115,2024-06-01,50,2024
P116,Product 116,2024-06-01,136,2024
P117,Product 117,2024-06-01,103,2024
P118,Product 118,2024-06-01,116,2024
P119,Product 119,2024-06-01,27,2024
P120,Product 120,2024-06-01,54,2024
P121,Product 121,2024-06-01,70,2024
P122,Product 122,2024-06-01,61,2024
P123,Product 123,2024-06-01,52,2024
P124,Product 124,2024-06-01,81,2024
P125,Product 125,2024-06-01,73,2024
P126,Product 126,2024-06-01,41,2024
P127,Product 127,2024-06-01,94,2024
P128,Product 128,2024-06-01,89,2024
P129,Product 129,2024-06-01,158,2024
P130,Product 130,2024-06-01,26,2024
P131,Product 131,2024-06-01,103,2024
P132,Product 132,2024-06-01,34,2024
P133,Product 133,2024-06-01,174,2024
P134,Product 134,2024-06-01,187,2024
P135,Product 135,2024-06-01,153,2024
P136,Product 136,2024-06-01,50,2024
P137,Product 137,2024-06-01,57,2024
P138,Product 138,2024-06-01,298,2024
P139,Product 139,2024-06-01,51,2024
P140,Product 140,2024-06-01,37,2024
P141,Product 141,2024-06-01,67,2024
P142,Product 142,2024-06-01,136,2024
P143,Product 143,2024-06-01,56,2024
P144,Product 144,2024-06-01,166,2024
P145,Product 145,2024-06-01,40,2024
P146,Product 146,2024-06-01,25,2024
P147,Product 147,2024-06-01,78,2024
P148,Product 148,2024-06-01,117,2024
P149,Product 149,2024-06-01,83,2024
P150,Product 150,2024-06-01,79,2024
P151,Product 151,2024-06-01,72,2024
P152,Product 152,2024-06-01,41,2024
P153,Product 153,2024-06-01,112,2024
P154,Product 154,2024-06-01,36,2024
P155,Product 155,2024-06-01,274,2024
P156,Product 156,2024-06-01,68,2024
P157,Product 157,2024-06-01,177,2024
P158,Product 158,2024-06-01,74,2024
P159,Product 159,2024-06-01,83,2024
P160,Product 160,2024-06-01,75,2024
P161,Product 161,2024-06-01,31,2024
P162,Product 162,2024-06-01,77,2024
P163,Product 163,2024-06-01,232,2024
P164,Product 164,2024-06-01,104,2024
P165,Product 165,2024-06-01,43,2024
P166,Product 166,2024-06-01,130,2024
P167,Product 167,2024-06-01,68,2024
P168,Product 168,2024-06-01,104,2024
P169,Product 169,2024-06-01,78,2024
P170,Product 170,2024-06-01,126,2024
P171,Product 171,2024-06-01,183,2024
P172,Product 172,2024-06-01,73,2024
P173,Product 173,2024-06-01,132,2024
P174,Product 174,2024-06-01,423,2024
P175,Product 175,2024-06-01,77,2024
P176,Product 176,2024-06-01,145,2024
P177,Product 177,2024-06-01,194,2024
P178,Product 178,2024-06-01,74,2024
P179,Product 179,2024-06-01,42,2024
P180,Product 180,2024-06-01,29,2024
P181,Product 181,2024-06-01,204,2024
P182,Product 182,2024-06-01,57,2024
P183,Product 183,2024-06-01,45,2024
P184,Product 184,2024-06-01,141,2024
P185,Product 185,2024-06-01,100,2024
P186,Product 186,2024-06-01,36,2024
P187,Product 187,2024-06-01,88,2024
P188,Product 188,2024-06-01,167,2024
P189,Product 189,2024-06-01,311,2024
P190,Product 190,2024-06-01,97,2024
P191,Product 191,2024-06-01,81,2024
P192,Product 192,2024-06-01,181,2024
P193,Product 193,2024-06-01,93,2024
P194,Product 194,2024-06-01,124,2024
P195,Product 195,2024-06-01,56,2024
P196,Product 196,2024-06-01,54,2024
P197,Product 197,2024-06-01,178,2024
P198,Product 198,2024-06-01,49,2024
P199,Product 199,2024-06-01,205,2024
P200,Product 200,2024-06-01,37,2024
P201,Product 201,2024-06-01,86,2024
P202,Product 202,2024-06-01,59,2024
P203,Product 203,2024-06-01,156,2024
P204,Product 204,2024-06-01,92,2024
P205,Product 205,2024-06-01,252,2024
P206,Product 206,2024-06-01,42,2024
P207,Product 207,2024-06-01,74,2024
P208,Product 208,2024-06-01,87,2024
P209,Product 209,2024-06-01,97,2024
P210,Product 210,2024-06-01,197,2024
P211,Product 211,2024-06-01,118,2024
P212,Product 212,2024-06-01,40,2024
P213,Product 213,2024-06-01,98,2024
P214,Product 214,2024-06-01,271,2024
P215,Product 215,2024-06-01,43,2024
P216,Product 216,2024-06-01,174,2024
P217,Product 217,2024-06-01,42,2024
P218,Product 218,2024-06-01,51,2024
P219,Product 219,2024-06-01,92,2024
P220,Product 220,2024-06-01,92,2024
P221,Product 221,2024-06-01,80,2024
P222,Product 222,2024-06-01,53,2024
P223,Product 223,2024-06-01,60,2024
P224,Product 224,2024-06-01,16,2024
P225,Product 225,2024-06-01,43,2024
P226,Product 226,2024-06-01,41,2024
P227,Product 227,2024-06-01,95,2024
P228,Product 228,2024-06-01,313,2024
P229,Product 229,2024-06-01,41,2024
P230,Product 230,2024-06-01,58,2024
P231,Product 231,2024-06-01,29,2024
P232,Product 232,2024-06-01,116,2024
P233,Product 233,2024-06-01,28,2024
P234,Product 234,2024-06-01,50,2024
P235,Product 235,2024-06-01,108,2024
P236,Product 236,2024-06-01,23,2024
P237,Product 237,2024-06-01,74,2024
P238,Product 238,2024-06-01,87,2024
P239,Product 239,2024-06-01,306,2024
P240,Product 240,2024-06-01,35,2024
P241,Product 241,2024-06-01,57,2024
P242,Product 242,2024-06-01,213,2024
P243,Product 243,2024-06-01,59,2024
P244,Product 244,2024-06-01,45,2024
P245,Product 245,2024-06-01,46,2024
P246,Product 246,2024-06-01,33,2024
P247,Product 247,2024-06-01,40,2024
P248,Product 248,2024-06-01,83,2024
P249,Product 249,2024-06-01,165,2024
P250,Product 250,2024-06-01,33,2024
P001,Product 001,2024-07-01,81,2024
P002,Product 002,2024-07-01,37,2024
P003,Product 003,2024-07-01,70,2024
P004,Product 004,2024-07-01,160,2024
P005,Product 005,2024-07-01,26,2024
P006,Product 006,2024-07-01,40,2024
P007,Product 007,2024-07-01,59,2024
P008,Product 008,2024-07-01,168,2024
P009,Product 009,2024-07-01,127,2024
P010,Product 010,2024-07-01,94,2024
P011,Product 011,2024-07-01,42,2024
P012,Product 012,2024-07-01,84,2024
P013,Product 013,2024-07-01,330,2024
P014,Product 014,2024-07-01,27,2024
P015,Product 015,2024-07-01,98,2024
P016,Product 016,2024-07-01,87,2024
P017,Product 017,2024-07-01,50,2024
P018,Product 018,2024-07-01,27,2024
P019,Product 019,2024-07-01,40,2024
P020,Product 020,2024-07-01,253,2024
P021,Product 021,2024-07-01,72,2024
P022,Product 022,2024-07-01,50,2024
P023,Product 023,2024-07-01,80,2024
P024,Product 024,2024-07-01,65,2024
P025,Product 025,2024-07-01,89,2024
P026,Product 026,2024-07-01,164,2024
