ProductID,Product_name,Month,Stock_level
P032,Product 032,2024-07-01,20
P033,Product 033,2024-07-01,611
P034,Product 034,2024-07-01,578
P035,Product 035,2024-07-01,203
P036,Product 036,2024-07-01,16
P037,Product 037,2024-07-01,538
P038,Product 038,2024-07-01,462
P039,Product 039,2024-07-01,538
P040,Product 040,2024-07-01,670
P041,Product 041,2024-07-01,244
P042,Product 042,2024-07-01,118
P043,Product 043,2024-07-01,624
P044,Product 044,2024-07-01,785
P045,Product 045,2024-07-01,167
P046,Product 046,2024-07-01,243
P047,Product 047,2024-07-01,605
P048,Product 048,2024-07-01,231
P049,Product 049,2024-07-01,22
P050,Product 050,2024-07-01,116
P051,Product 051,2024-07-01,73
P052,Product 052,2024-07-01,89
P053,Product 053,2024-07-01,9
P054,Product 054,2024-07-01,249
P055,Product 055,2024-07-01,299
P056,Product 056,2024-07-01,2633
P057,Product 057,2024-07-01,67
P058,Product 058,2024-07-01,44
P059,Product 059,2024-07-01,379
P060,Product 060,2024-07-01,546
P061,Product 061,2024-07-01,106
P062,Product 062,2024-07-01,43
P063,Product 063,2024-07-01,405
P064,Product 064,2024-07-01,154
P065,Product 065,2024-07-01,121
P066,Product 066,2024-07-01,681
P067,Product 067,2024-07-01,480
P068,Product 068,2024-07-01,325
P069,Product 069,2024-07-01,490
P070,Product 070,2024-07-01,330
P071,Product 071,2024-07-01,76
P072,Product 072,2024-07-01,510
P073,Product 073,2024-07-01,113
P074,Product 074,2024-07-01,106
P075,Product 075,2024-07-01,15
P076,Product 076,2024-07-01,405
P077,Product 077,2024-07-01,7
P078,Product 078,2024-07-01,75
P079,Product 079,2024-07-01,177
P080,Product 080,2024-07-01,49
P081,Product 081,2024-07-01,36
P082,Product 082,2024-07-01,386
P083,Product 083,2024-07-01,256
P084,Product 084,2024-07-01,1661
P085,Product 085,2024-07-01,671
P086,Product 086,2024-07-01,156
P087,Product 087,2024-07-01,273
P088,Product 088,2024-07-01,172
P089,Product 089,2024-07-01,9
P090,Product 090,2024-07-01,4
P091,Product 091,2024-07-01,108
P092,Product 092,2024-07-01,256
P093,Product 093,2024-07-01,172
P094,Product 094,2024-07-01,24
P095,Product 095,2024-07-01,405
P096,Product 096,2024-07-01,0
P097,Product 097,2024-07-01,101
P098,Product 098,2024-07-01,249
P099,Product 099,2024-07-01,743
P100,Product 100,2024-07-01,291
P101,Product 101,2024-07-01,244
P102,Product 102,2024-07-01,184
P103,Product 103,2024-07-01,135
P104,Product 104,2024-07-01,64
P105,Product 105,2024-07-01,74
P106,Product 106,2024-07-01,33
P107,Product 107,2024-07-01,157
P108,Product 108,2024-07-01,254
P109,Product 109,2024-07-01,81
P110,Product 110,2024-07-01,49
P111,Product 111,2024-07-01,1228
P112,Product 112,2024-07-01,51
P113,Product 113,2024-07-01,63
P114,Product 114,2024-07-01,429
P115,Product 115,2024-07-01,346
P116,Product 116,2024-07-01,373
P117,Product 117,2024-07-01,0
P118,Product 118,2024-07-01,372
P119,Product 119,2024-07-01,31
P120,Product 120,2024-07-01,190
P121,Product 121,2024-07-01,514
P122,Product 122,2024-07-01,214
P123,Product 123,2024-07-01,245
P124,Product 124,2024-07-01,519
P125,Product 125,2024-07-01,367
P126,Product 126,2024-07-01,249
P127,Product 127,2024-07-01,549
P128,Product 128,2024-07-01,0
P129,Product 129,2024-07-01,0
P130,Product 130,2024-07-01,39
P131,Product 131,2024-07-01,23
P132,Product 132,2024-07-01,421
P133,Product 133,2024-07-01,724
P134,Product 134,2024-07-01,683
P135,Product 135,2024-07-01,588
P136,Product 136,2024-07-01,223
P137,Product 137,2024-07-01,75
P138,Product 138,2024-07-01,173
P139,Product 139,2024-07-01,19
P140,Product 140,2024-07-01,9
P141,Product 141,2024-07-01,36
P142,Product 142,2024-07-01,217
P143,Product 143,2024-07-01,169
P144,Product 144,2024-07-01,740
P145,Product 145,2024-07-01,0
P146,Product 146,2024-07-01,17
P147,Product 147,2024-07-01,403
P148,Product 148,2024-07-01,441
P149,Product 149,2024-07-01,405
P150,Product 150,2024-07-01,171
P151,Product 151,2024-07-01,276
P152,Product 152,2024-07-01,19
P153,Product 153,2024-07-01,503
P154,Product 154,2024-07-01,57
P155,Product 155,2024-07-01,144
P156,Product 156,2024-07-01,7
P157,Product 157,2024-07-01,152
P158,Product 158,2024-07-01,239
P159,Product 159,2024-07-01,201
P160,Product 160,2024-07-01,356
P161,Product 161,2024-07-01,139
P162,Product 162,2024-07-01,1
P163,Product 163,2024-07-01,514
P164,Product 164,2024-07-01,799
P165,Product 165,2024-07-01,110
P166,Product 166,2024-07-01,335
P167,Product 167,2024-07-01,91
P168,Product 168,2024-07-01,479
P169,Product 169,2024-07-01,326
P170,Product 170,2024-07-01,29
P171,Product 171,2024-07-01,0
P172,Product 172,2024-07-01,234
P173,Product 173,2024-07-01,0
P174,Product 174,2024-07-01,571
P175,Product 175,2024-07-01,199
P176,Product 176,2024-07-01,626
P177,Product 177,2024-07-01,1292
P178,Product 178,2024-07-01,68
P179,Product 179,2024-07-01,283
P180,Product 180,2024-07-01,16
P181,Product 181,2024-07-01,0
P182,Product 182,2024-07-01,353
P183,Product 183,2024-07-01,36
P184,Product 184,2024-07-01,359
P185,Product 185,2024-07-01,354
P186,Product 186,2024-07-01,123
P187,Product 187,2024-07-01,235
P188,Product 188,2024-07-01,669
P189,Product 189,2024-07-01,804
P190,Product 190,2024-07-01,271
P191,Product 191,2024-07-01,266
P192,Product 192,2024-07-01,550
P193,Product 193,2024-07-01,142
P194,Product 194,2024-07-01,89
P195,Product 195,2024-07-01,64
P196,Product 196,2024-07-01,0
P197,Product 197,2024-07-01,0
P198,Product 198,2024-07-01,136
P199,Product 199,2024-07-01,79
P200,Product 200,2024-07-01,175
P201,Product 201,2024-07-01,354
P202,Product 202,2024-07-01,39
P203,Product 203,2024-07-01,497
P204,Product 204,2024-07-01,319
P205,Product 205,2024-07-01,778
P206,Product 206,2024-07-01,7
P207,Product 207,2024-07-01,407
P208,Product 208,2024-07-01,410
P209,Product 209,2024-07-01,222
P210,Product 210,2024-07-01,47
P211,Product 211,2024-07-01,425
P212,Product 212,2024-07-01,51
P213,Product 213,2024-07-01,503
P214,Product 214,2024-07-01,496
P215,Product 215,2024-07-01,30
P216,Product 216,2024-07-01,704
P217,Product 217,2024-07-01,38
P218,Product 218,2024-07-01,244
P219,Product 219,2024-07-01,265
P220,Product 220,2024-07-01,519
P221,Product 221,2024-07-01,131
P222,Product 222,2024-07-01,240
P223,Product 223,2024-07-01,141
P224,Product 224,2024-07-01,245
P225,Product 225,2024-07-01,6
P226,Product 226,2024-07-01,244
P227,Product 227,2024-07-01,19
P228,Product 228,2024-07-01,95
P229,Product 229,2024-07-01,66
P230,Product 230,2024-07-01,251
P231,Product 231,2024-07-01,140
P232,Product 232,2024-07-01,120
P233,Product 233,2024-07-01,158
P234,Product 234,2024-07-01,136
P235,Product 235,2024-07-01,445
P236,Product 236,2024-07-01,159
P237,Product 237,2024-07-01,341
P238,Product 238,2024-07-01,460
P239,Product 239,2024-07-01,1813
P240,Product 240,2024-07-01,14
P241,Product 241,2024-07-01,26
P242,Product 242,2024-07-01,425
P243,Product 243,2024-07-01,352
P244,Product 244,2024-07-01,197
P245,Product 245,2024-07-01,81
P246,Product 246,2024-07-01,116
P247,Product 247,2024-07-01,304
P248,Product 248,2024-07-01,1017
P249,Product 249,2024-07-01,677
P250,Product 250,2024-07-01,60
P001,Product 001,2024-08-01,89
P002,Product 002,2024-08-01,129
P003,Product 003,2024-08-01,326
P004,Product 004,2024-08-01,443
P005,Product 005,2024-08-01,151
P006,Product 006,2024-08-01,202
P007,Product 007,2024-08-01,219
P008,Product 008,2024-08-01,1538
P009,Product 009,2024-08-01,98
P010,Product 010,2024-08-01,289
P011,Product 011,2024-08-01,94
P012,Product 012,2024-08-01,671
P013,Product 013,2024-08-01,1177
P014,Product 014,2024-08-01,32
P015,Product 015,2024-08-01,365
P016,Product 016,2024-08-01,93
P017,Product 017,2024-08-01,198
P018,Product 018,2024-08-01,149
P019,Product 019,2024-08-01,41
P020,Product 020,2024-08-01,1120
P021,Product 021,2024-08-01,215
P022,Product 022,2024-08-01,211
P023,Product 023,2024-08-01,185
P024,Product 024,2024-08-01,184
P025,Product 025,2024-08-01,423
P026,Product 026,2024-08-01,759
P027,Product 027,2024-08-01,26
P028,Product 028,2024-08-01,52
P029,Product 029,2024-08-01,100
P030,Product 030,2024-08-01,525
P031,Product 031,2024-08-01,2
P032,Product 032,2024-08-01,138
P033,Product 033,2024-08-01,447
P034,Product 034,2024-08-01,460
P035,Product 035,2024-08-01,122
P036,Product 036,2024-08-01,126
P037,Product 037,2024-08-01,353
P038,Product 038,2024-08-01,352
P039,Product 039,2024-08-01,443
P040,Product 040,2024-08-01,626
P041,Product 041,2024-08-01,165
P042,Product 042,2024-08-01,0
P043,Product 043,2024-08-01,475
P044,Product 044,2024-08-01,587
P045,Product 045,2024-08-01,130
P046,Product 046,2024-08-01,156
P047,Product 047,2024-08-01,304
P048,Product 048,2024-08-01,158
P049,Product 049,2024-08-01,554
P050,Product 050,2024-08-01,79
P051,Product 051,2024-08-01,42
P052,Product 052,2024-08-01,26
P053,Product 053,2024-08-01,271
P054,Product 054,2024-08-01,168
P055,Product 055,2024-08-01,226
P056,Product 056,2024-08-01,2453
P057,Product 057,2024-08-01,0
P058,Product 058,2024-08-01,464
P059,Product 059,2024-08-01,322
P060,Product 060,2024-08-01,409
P061,Product 061,2024-08-01,66
P062,Product 062,2024-08-01,279
P063,Product 063,2024-08-01,251
P064,Product 064,2024-08-01,79
P065,Product 065,2024-08-01,639
P066,Product 066,2024-08-01,576
P067,Product 067,2024-08-01,368
P068,Product 068,2024-08-01,188
P069,Product 069,2024-08-01,386
P070,Product 070,2024-08-01,142
P071,Product 071,2024-08-01,647
P072,Product 072,2024-08-01,401
P073,Product 073,2024-08-01,0
P074,Product 074,2024-08-01,50
P075,Product 075,2024-08-01,190
P076,Product 076,2024-08-01,279
P077,Product 077,2024-08-01,183
P078,Product 078,2024-08-01,46
P079,Product 079,2024-08-01,125
P080,Product 080,2024-08-01,296
P081,Product 081,2024-08-01,2
P082,Product 082,2024-08-01,120
P083,Product 083,2024-08-01,82
P084,Product 084,2024-08-01,1106
P085,Product 085,2024-08-01,544
P086,Product 086,2024-08-01,1038
P087,Product 087,2024-08-01,932
P088,Product 088,2024-08-01,128
P089,Product 089,2024-08-01,115
P090,Product 090,2024-08-01,224
P091,Product 091,2024-08-01,12
P092,Product 092,2024-08-01,217
P093,Product 093,2024-08-01,139
P094,Product 094,2024-08-01,338
P095,Product 095,2024-08-01,269
P096,Product 096,2024-08-01,276
P097,Product 097,2024-08-01,12
P098,Product 098,2024-08-01,177
P099,Product 099,2024-08-01,631
P100,Product 100,2024-08-01,239
P101,Product 101,2024-08-01,183
P102,Product 102,2024-08-01,0
P103,Product 103,2024-08-01,668
P104,Product 104,2024-08-01,585
P105,Product 105,2024-08-01,35
P106,Product 106,2024-08-01,381
P107,Product 107,2024-08-01,123
P108,Product 108,2024-08-01,153
P109,Product 109,2024-08-01,0
P110,Product 110,2024-08-01,238
P111,Product 111,2024-08-01,1009
P112,Product 112,2024-08-01,429
P113,Product 113,2024-08-01,31
P114,Product 114,2024-08-01,335
P115,Product 115,2024-08-01,280
P116,Product 116,2024-08-01,225
P117,Product 117,2024-08-01,353
P118,Product 118,2024-08-01,261
P119,Product 119,2024-08-01,201
P120,Product 120,2024-08-01,144
P121,Product 121,2024-08-01,472
P122,Product 122,2024-08-01,151
P123,Product 123,2024-08-01,176
P124,Product 124,2024-08-01,385
P125,Product 125,2024-08-01,253
P126,Product 126,2024-08-01,222
P127,Product 127,2024-08-01,435
P128,Product 128,2024-08-01,717
P129,Product 129,2024-08-01,488
P130,Product 130,2024-08-01,10
P131,Product 131,2024-08-01,592
P132,Product 132,2024-08-01,149
P133,Product 133,2024-08-01,590
P134,Product 134,2024-08-01,482
P135,Product 135,2024-08-01,435
P136,Product 136,2024-08-01,157
P137,Product 137,2024-08-01,470
P138,Product 138,2024-08-01,116
P139,Product 139,2024-08-01,153
P140,Product 140,2024-08-01,113
P141,Product 141,2024-08-01,212
P142,Product 142,2024-08-01,77
P143,Product 143,2024-08-01,106
P144,Product 144,2024-08-01,563
P145,Product 145,2024-08-01,147
P146,Product 146,2024-08-01,205
P147,Product 147,2024-08-01,334
P148,Product 148,2024-08-01,299
P149,Product 149,2024-08-01,295
P150,Product 150,2024-08-01,0
P151,Product 151,2024-08-01,199
P152,Product 152,2024-08-01,171
P153,Product 153,2024-08-01,93
P154,Product 154,2024-08-01,6
P155,Product 155,2024-08-01,0
P156,Product 156,2024-08-01,260
P157,Product 157,2024-08-01,0
P158,Product 158,2024-08-01,175
P159,Product 159,2024-08-01,113
P160,Product 160,2024-08-01,276
P161,Product 161,2024-08-01,106
P162,Product 162,2024-08-01,223
P163,Product 163,2024-08-01,0
P164,Product 164,2024-08-01,668
P165,Product 165,2024-08-01,65
P166,Product 166,2024-08-01,226
P167,Product 167,2024-08-01,354
P168,Product 168,2024-08-01,379
P169,Product 169,2024-08-01,196
P170,Product 170,2024-08-01,551
P171,Product 171,2024-08-01,598
P172,Product 172,2024-08-01,144
P173,Product 173,2024-08-01,727
P174,Product 174,2024-08-01,437
P175,Product 175,2024-08-01,141
P176,Product 176,2024-08-01,547
P177,Product 177,2024-08-01,743
P178,Product 178,2024-08-01,266
P179,Product 179,2024-08-01,240
P180,Product 180,2024-08-01,156
P181,Product 181,2024-08-01,521
P182,Product 182,2024-08-01,276
P183,Product 183,2024-08-01,208
P184,Product 184,2024-08-01,195
P185,Product 185,2024-08-01,273
P186,Product 186,2024-08-01,83
P187,Product 187,2024-08-01,139
P188,Product 188,2024-08-01,439
P189,Product 189,2024-08-01,583
P190,Product 190,2024-08-01,174
P191,Product 191,2024-08-01,172
P192,Product 192,2024-08-01,322
P193,Product 193,2024-08-01,106
P194,Product 194,2024-08-01,0
P195,Product 195,2024-08-01,18
P196,Product 196,2024-08-01,284
P197,Product 197,2024-08-01,1389
P198,Product 198,2024-08-01,84
P199,Product 199,2024-08-01,689
P200,Product 200,2024-08-01,131
P201,Product 201,2024-08-01,260
P202,Product 202,2024-08-01,269
P203,Product 203,2024-08-01,307
P204,Product 204,2024-08-01,206
P205,Product 205,2024-08-01,652
P206,Product 206,2024-08-01,150
P207,Product 207,2024-08-01,339
P208,Product 208,2024-08-01,333
P209,Product 209,2024-08-01,111
P210,Product 210,2024-08-01,753
P211,Product 211,2024-08-01,303
P212,Product 212,2024-08-01,0
P213,Product 213,2024-08-01,389
P214,Product 214,2024-08-01,190
P215,Product 215,2024-08-01,231
P216,Product 216,2024-08-01,564
P217,Product 217,2024-08-01,218
P218,Product 218,2024-08-01,188
P219,Product 219,2024-08-01,144
P220,Product 220,2024-08-01,413
P221,Product 221,2024-08-01,31
P222,Product 222,2024-08-01,192
P223,Product 223,2024-08-01,79
P224,Product 224,2024-08-01,209
P225,Product 225,2024-08-01,189
P226,Product 226,2024-08-01,202
P227,Product 227,2024-08-01,258
P228,Product 228,2024-08-01,1688
P229,Product 229,2024-08-01,23
P230,Product 230,2024-08-01,203
P231,Product 231,2024-08-01,107
P232,Product 232,2024-08-01,15
P233,Product 233,2024-08-01,123
P234,Product 234,2024-08-01,76
P235,Product 235,2024-08-01,300
P236,Product 236,2024-08-01,124
P237,Product 237,2024-08-01,262
P238,Product 238,2024-08-01,375
P239,Product 239,2024-08-01,1627
P240,Product 240,2024-08-01,144
P241,Product 241,2024-08-01,335
P242,Product 242,2024-08-01,103
P243,Product 243,2024-08-01,267
P244,Product 244,2024-08-01,151
P245,Product 245,2024-08-01,35
P246,Product 246,2024-08-01,65
P247,Product 247,2024-08-01,259
P248,Product 248,2024-08-01,972
P249,Product 249,2024-08-01,540
P250,Product 250,2024-08-01,9
P001,Product 001,2024-09-01,43
P002,Product 002,2024-09-01,97
P003,Product 003,2024-09-01,263
P004,Product 004,2024-09-01,337
P005,Product 005,2024-09-01,115
P006,Product 006,2024-09-01,38
P007,Product 007,2024-09-01,144
P008,Product 008,2024-09-01,1444
P009,Product 009,2024-09-01,1165
P010,Product 010,2024-09-01,208
P011,Product 011,2024-09-01,41
P012,Product 012,2024-09-01,618
P013,Product 013,2024-09-01,1130
P014,Product 014,2024-09-01,190
P015,Product 015,2024-09-01,241
P016,Product 016,2024-09-01,4
P017,Product 017,2024-09-01,145
P018,Product 018,2024-09-01,117
P019,Product 019,2024-09-01,284
P020,Product 020,2024-09-01,941
P021,Product 021,2024-09-01,162
P022,Product 022,2024-09-01,176
P023,Product 023,2024-09-01,133
P024,Product 024,2024-09-01,131
P025,Product 025,2024-09-01,341
P026,Product 026,2024-09-01,574
P027,Product 027,2024-09-01,352
P028,Product 028,2024-09-01,523
P029,Product 029,2024-09-01,71
P030,Product 030,2024-09-01,349
P031,Product 031,2024-09-01,480
P032,Product 032,2024-09-01,105
P033,Product 033,2024-09-01,331
P034,Product 034,2024-09-01,272
P035,Product 035,2024-09-01,25
P036,Product 036,2024-09-01,99
P037,Product 037,2024-09-01,189
P038,Product 038,2024-09-01,242
P039,Product 039,2024-09-01,343
P040,Product 040,2024-09-01,555
P041,Product 041,2024-09-01,96
P042,Product 042,2024-09-01,816
P043,Product 043,2024-09-01,361
P044,Product 044,2024-09-01,339
P045,Product 045,2024-09-01,98
P046,Product 046,2024-09-01,62
P047,Product 047,2024-09-01,162
P048,Product 048,2024-09-01,87
P049,Product 049,2024-09-01,474
P050,Product 050,2024-09-01,38
P051,Product 051,2024-09-01,9
P052,Product 052,2024-09-01,454
P053,Product 053,2024-09-01,225
P054,Product 054,2024-09-01,70
P055,Product 055,2024-09-01,144
P056,Product 056,2024-09-01,2381
P057,Product 057,2024-09-01,289
P058,Product 058,2024-09-01,333
P059,Product 059,2024-09-01,255
P060,Product 060,2024-09-01,261
P061,Product 061,2024-09-01,30
P062,Product 062,2024-09-01,229
P063,Product 063,2024-09-01,142
P064,Product 064,2024-09-01,690
P065,Product 065,2024-09-01,476
P066,Product 066,2024-09-01,482
P067,Product 067,2024-09-01,242
P068,Product 068,2024-09-01,129
P069,Product 069,2024-09-01,310
P070,Product 070,2024-09-01,1254
P071,Product 071,2024-09-01,547
P072,Product 072,2024-09-01,268
P073,Product 073,2024-09-01,486
P074,Product 074,2024-09-01,262
P075,Product 075,2024-09-01,140
P076,Product 076,2024-09-01,166
P077,Product 077,2024-09-01,152
P078,Product 078,2024-09-01,30
P079,Product 079,2024-09-01,89
P080,Product 080,2024-09-01,76
P081,Product 081,2024-09-01,194
P082,Product 082,2024-09-01,21
P083,Product 083,2024-09-01,1142
P084,Product 084,2024-09-01,848
P085,Product 085,2024-09-01,416
P086,Product 086,2024-09-01,923
P087,Product 087,2024-09-01,631
P088,Product 088,2024-09-01,81
P089,Product 089,2024-09-01,75
P090,Product 090,2024-09-01,156
P091,Product 091,2024-09-01,652
P092,Product 092,2024-09-01,169
P093,Product 093,2024-09-01,107
P094,Product 094,2024-09-01,234
P095,Product 095,2024-09-01,185
P096,Product 096,2024-09-01,206
P097,Product 097,2024-09-01,355
P098,Product 098,2024-09-01,127
P099,Product 099,2024-09-01,571
P100,Product 100,2024-09-01,146
P101,Product 101,2024-09-01,116
P102,Product 102,2024-09-01,922
P103,Product 103,2024-09-01,470
P104,Product 104,2024-09-01,445
P105,Product 105,2024-09-01,260
P106,Product 106,2024-09-01,329
P107,Product 107,2024-09-01,99
P108,Product 108,2024-09-01,88
P109,Product 109,2024-09-01,273
P110,Product 110,2024-09-01,165
P111,Product 111,2024-09-01,832
P112,Product 112,2024-09-01,385
P113,Product 113,2024-09-01,223
P114,Product 114,2024-09-01,212
P115,Product 115,2024-09-01,189
P116,Product 116,2024-09-01,130
P117,Product 117,2024-09-01,273
P118,Product 118,2024-09-01,161
P119,Product 119,2024-09-01,167
P120,Product 120,2024-09-01,100
P121,Product 121,2024-09-01,412
P122,Product 122,2024-09-01,104
P123,Product 123,2024-09-01,130
P124,Product 124,2024-09-01,293
P125,Product 125,2024-09-01,176
P126,Product 126,2024-09-01,195
P127,Product 127,2024-09-01,329
P128,Product 128,2024-09-01,609
P129,Product 129,2024-09-01,387
P130,Product 130,2024-09-01,99
P131,Product 131,2024-09-01,477
P132,Product 132,2024-09-01,94
P133,Product 133,2024-09-01,445
P134,Product 134,2024-09-01,316
P135,Product 135,2024-09-01,295
P136,Product 136,2024-09-01,78
P137,Product 137,2024-09-01,387
P138,Product 138,2024-09-01,3
P139,Product 139,2024-09-01,109
P140,Product 140,2024-09-01,74
P141,Product 141,2024-09-01,161
P142,Product 142,2024-09-01,907
P143,Product 143,2024-09-01,11
P144,Product 144,2024-09-01,414
P145,Product 145,2024-09-01,118
P146,Product 146,2024-09-01,164
P147,Product 147,2024-09-01,263
P148,Product 148,2024-09-01,217
P149,Product 149,2024-09-01,216
P150,Product 150,2024-09-01,612
P151,Product 151,2024-09-01,147
P152,Product 152,2024-09-01,132
P153,Product 153,2024-09-01,1203
P154,Product 154,2024-09-01,123
P155,Product 155,2024-09-01,961
P156,Product 156,2024-09-01,203
P157,Product 157,2024-09-01,1112
P158,Product 158,2024-09-01,107
P159,Product 159,2024-09-01,50
P160,Product 160,2024-09-01,201
P161,Product 161,2024-09-01,85
P162,Product 162,2024-09-01,163
P163,Product 163,2024-09-01,2978
P164,Product 164,2024-09-01,501
P165,Product 165,2024-09-01,11
P166,Product 166,2024-09-01,123
P167,Product 167,2024-09-01,297
P168,Product 168,2024-09-01,284
P169,Product 169,2024-09-01,123
P170,Product 170,2024-09-01,454
P171,Product 171,2024-09-01,415
P172,Product 172,2024-09-01,58
P173,Product 173,2024-09-01,599
P174,Product 174,2024-09-01,232
P175,Product 175,2024-09-01,79
P176,Product 176,2024-09-01,421
P177,Product 177,2024-09-01,669
P178,Product 178,2024-09-01,201
P179,Product 179,2024-09-01,194
P180,Product 180,2024-09-01,126
P181,Product 181,2024-09-01,396
P182,Product 182,2024-09-01,204
P183,Product 183,2024-09-01,167
P184,Product 184,2024-09-01,89
P185,Product 185,2024-09-01,192
P186,Product 186,2024-09-01,54
P187,Product 187,2024-09-01,111
P188,Product 188,2024-09-01,271
P189,Product 189,2024-09-01,303
P190,Product 190,2024-09-01,94
P191,Product 191,2024-09-01,90
P192,Product 192,2024-09-01,166
P193,Product 193,2024-09-01,51
P194,Product 194,2024-09-01,588
P195,Product 195,2024-09-01,301
P196,Product 196,2024-09-01,258
P197,Product 197,2024-09-01,1143
P198,Product 198,2024-09-01,44
P199,Product 199,2024-09-01,566
P200,Product 200,2024-09-01,81
P201,Product 201,2024-09-01,170
P202,Product 202,2024-09-01,208
P203,Product 203,2024-09-01,172
P204,Product 204,2024-09-01,116
P205,Product 205,2024-09-01,427
P206,Product 206,2024-09-01,118
P207,Product 207,2024-09-01,261
P208,Product 208,2024-09-01,255
P209,Product 209,2024-09-01,49
P210,Product 210,2024-09-01,507
P211,Product 211,2024-09-01,208
P212,Product 212,2024-09-01,305
P213,Product 213,2024-09-01,299
P214,Product 214,2024-09-01,133
P215,Product 215,2024-09-01,172
P216,Product 216,2024-09-01,469
P217,Product 217,2024-09-01,180
P218,Product 218,2024-09-01,135
P219,Product 219,2024-09-01,69
P220,Product 220,2024-09-01,332
P221,Product 221,2024-09-01,668
P222,Product 222,2024-09-01,135
P223,Product 223,2024-09-01,16
P224,Product 224,2024-09-01,171
P225,Product 225,2024-09-01,139
P226,Product 226,2024-09-01,166
P227,Product 227,2024-09-01,185
P228,Product 228,2024-09-01,1460
P229,Product 229,2024-09-01,259
P230,Product 230,2024-09-01,138
P231,Product 231,2024-09-01,72
P232,Product 232,2024-09-01,446
P233,Product 233,2024-09-01,92
P234,Product 234,2024-09-01,30
P235,Product 235,2024-09-01,160
P236,Product 236,2024-09-01,90
P237,Product 237,2024-09-01,184
P238,Product 238,2024-09-01,277
P239,Product 239,2024-09-01,1461
P240,Product 240,2024-09-01,102
P241,Product 241,2024-09-01,288
P242,Product 242,2024-09-01,2553
P243,Product 243,2024-09-01,203
P244,Product 244,2024-09-01,97
P245,Product 245,2024-09-01,335
P246,Product 246,2024-09-01,28
P247,Product 247,2024-09-01,198
P248,Product 248,2024-09-01,851
P249,Product 249,2024-09-01,387
P250,Product 250,2024-09-01,153
P001,Product 001,2024-10-01,366
P002,Product 002,2024-10-01,56
P003,Product 003,2024-10-01,181
P004,Product 004,2024-10-01,194
P005,Product 005,2024-10-01,84
P006,Product 006,2024-10-01,353
P007,Product 007,2024-10-01,83
P008,Product 008,2024-10-01,1346
P009,Product 009,2024-10-01,1077
P010,Product 010,2024-10-01,133
P011,Product 011,2024-10-01,336
P012,Product 012,2024-10-01,540
P013,Product 013,2024-10-01,1038
P014,Product 014,2024-10-01,158
P015,Product 015,2024-10-01,145
P016,Product 016,2024-10-01,539
P017,Product 017,2024-10-01,89
P018,Product 018,2024-10-01,89
P019,Product 019,2024-10-01,246
P020,Product 020,2024-10-01,744
P021,Product 021,2024-10-01,112
P022,Product 022,2024-10-01,146
P023,Product 023,2024-10-01,69
P024,Product 024,2024-10-01,95
P025,Product 025,2024-10-01,279
P026,Product 026,2024-10-01,362
P027,Product 027,2024-10-01,291
P028,Product 028,2024-10-01,445
P029,Product 029,2024-10-01,34
P030,Product 030,2024-10-01,190
P031,Product 031,2024-10-01,388
P032,Product 032,2024-10-01,74
P033,Product 033,2024-10-01,226
P034,Product 034,2024-10-01,139
P035,Product 035,2024-10-01,622
P036,Product 036,2024-10-01,70
P037,Product 037,2024-10-01,747
P038,Product 038,2024-10-01,183
P039,Product 039,2024-10-01,213
P040,Product 040,2024-10-01,503
P041,Product 041,2024-10-01,35
P042,Product 042,2024-10-01,738
P043,Product 043,2024-10-01,194
P044,Product 044,2024-10-01,281
P045,Product 045,2024-10-01,64
P046,Product 046,2024-10-01,508
P047,Product 047,2024-10-01,852
P048,Product 048,2024-10-01,20
P049,Product 049,2024-10-01,408
P050,Product 050,2024-10-01,7
P051,Product 051,2024-10-01,215
P052,Product 052,2024-10-01,410
P053,Product 053,2024-10-01,174
P054,Product 054,2024-10-01,0
P055,Product 055,2024-10-01,69
P056,Product 056,2024-10-01,2161
P057,Product 057,2024-10-01,238
P058,Product 058,2024-10-01,215
P059,Product 059,2024-10-01,190
P060,Product 060,2024-10-01,78
P061,Product 061,2024-10-01,334
P062,Product 062,2024-10-01,168
P063,Product 063,2024-10-01,1184
P064,Product 064,2024-10-01,606
P065,Product 065,2024-10-01,365
P066,Product 066,2024-10-01,109
P067,Product 067,2024-10-01,123
P068,Product 068,2024-10-01,0
P069,Product 069,2024-10-01,242
P070,Product 070,2024-10-01,1103
P071,Product 071,2024-10-01,442
P072,Product 072,2024-10-01,163
P073,Product 073,2024-10-01,436
P074,Product 074,2024-10-01,221
P075,Product 075,2024-10-01,87
P076,Product 076,2024-10-01,79
P077,Product 077,2024-10-01,128
P078,Product 078,2024-10-01,56
P079,Product 079,2024-10-01,59
P080,Product 080,2024-10-01,23
P081,Product 081,2024-10-01,153
P082,Product 082,2024-10-01,898
P083,Product 083,2024-10-01,1025
P084,Product 084,2024-10-01,634
P085,Product 085,2024-10-01,303
P086,Product 086,2024-10-01,793
P087,Product 087,2024-10-01,390
P088,Product 088,2024-10-01,35
P089,Product 089,2024-10-01,56
P090,Product 090,2024-10-01,103
P091,Product 091,2024-10-01,486
P092,Product 092,2024-10-01,82
P093,Product 093,2024-10-01,67
P094,Product 094,2024-10-01,146
P095,Product 095,2024-10-01,61
P096,Product 096,2024-10-01,135
P097,Product 097,2024-10-01,281
P098,Product 098,2024-10-01,68
P099,Product 099,2024-10-01,494
P100,Product 100,2024-10-01,46
P101,Product 101,2024-10-01,77
